intent,text
offensive,Dumb bitches broke my tv went to wal mart fucked up Wokeup with a smart tv lol
offensive,Wisconsin IASIP nice work bitches
neither,highest score on flappy bird cant be beat URL
offensive,I have not slapped a bitch in two weeks
neither,that movie was trash
offensive,Roses are red Violets are blue I just fucked yo bitch but nigga do you
offensive,Making homemade pickles and working on a funny tweet about pussy I am going to make a great old lady
offensive,Kobe Thats why yo man want me hoe guy holding his face Omgod kobeshia shut up URL
offensive,pregnant bitches get on the bus and think you suppose to give them your seat like bitch you should of fucked a nigga with
neither,Today in Charlie Wilson left office Should be ranked alongside Lech Wal281a for his role in defeating communism
neither,So this is the woman who was a bird then turned into a woman from the sky in Nigeria URL
offensive,You are tweeting at the cringiest people in Darth here And Dana is our bitch lmao she follows our r
offensive,The most ghetto bitches be pregnant af smh poor kids
offensive,That boss ass bitch song got basics thinking they are models lmao knowyourplace
offensive,Aw damn Have not hug a bitch in a while
offensive,not all of us my nig I am light skin with a dark skin mentality lol We all black
offensive,DEFINITION OF REAL Except you bruh you let bitch ass babidi turn on your niggas fam htt
offensive,Dem hoes who swear their pussy priceless but u sell ass all day
offensive,As a girlfriend you have to accept the fact hoes are gonna be all up in his face But as a boyfriend he better let them
offensive,You can not be like Let me miss ya sometimes bitches take it overboard and shit I said give me time to miss yo ass not
neither,Will Coakley go NUMBER in can not lose races RT wow just wow Charlie Baker for Governor htt
offensive,Honestly I kind of get offended when people ask me if my eyelashes are fake Fake eyelashes are not this long bitches
offensive,These hoes be dying for attention
offensive,I want a baby but im young and retarded so no
neither,Not the farewell tours fault everyone but three players underachieved for the Yankees this year
offensive,I love dez but right now hes trash right now weeden theres others that are open
offensive,Shermans all bark and no bite fuck that bitch
offensive,Get real fucking fight or do not play me I do not play with pussy ass niggas
offensive,There is no cure for Ratchet It has to run its course in these bitches
offensive,Go talk to your other hoes URL
neither,Colombia supporter reminds us the double bird is a universal language URL
offensive,That awkward moment when you hold the door for someone and they use the door next to it Like bitch you better back th
offensive,You value yourself because someone gave you a title I value myself because bitch I am clutch I win
offensive,All hoes are friendly Althea wants to say hi
offensive,On the low RT They are really looking for the next bitch to smash
offensive,In some pussy Nah work is the best place to be in this weather
offensive,Brees you need a black hoe who cheating on her man that work offshore that would fuck you while the baby in the bed w
offensive,That outside dick keep dem hoes sick
offensive,Team no hoes
offensive,got all the bitches URL
offensive,Anything said bout my moms b would of led to a bitch getting stone cold stunner
offensive,Aint got time for no mufuckin fake friends smoke weed fuck hoes nigga drank gin
hate speech,wow RT Whatever Fuck all those assholes They are niggers they all look alike to me
hate speech,Tell me how you really feel RT those little ISIS faggots usually have bags over their heads anyway
offensive,Fuckin ignorant ass niggas Do not dm me a video of you counting money n say why u so stuck up bitch
neither,looked like Princess Bella in that yellow dress
offensive,They do not make RB like THIS anymore Dudes used to make you feel good about busting it wide open not call you a hoe
neither,Star Wars meets Charlie Brown URL
offensive,A bitch is wearing a scarf today I loves me a scarf
offensive,I know you are gonna stalk my tweets so just know that you are a dumb fucking bitch
offensive,Making this first day my bitch
offensive,Feel like most people want you to commit and cut off all your hoes so they can relax and start being complacent
offensive,I can not take any girl serious that refers to herself as a bitch or the guys she dates as these niggas
offensive,I just fucked the life out this bitch
hate speech,so tony I think yr a rude little cunt and too too young to even know what real rock and rol
hate speech,I do not support that ya idiot And if I am a teabagger you are being teabagged OpenWide
offensive,hey slim thats my girlfriend screaming in the trunk But i did not slit her throat i just tied her up See i aint like
offensive,fuck a bitch we never loved a thot
offensive,Yung Berg trying to fuck all these hoes
offensive,you are all pussies Only men throw whammers in their assholes
offensive,I play soccer cheat on girls and wear khaki coloured cargos haircut URL
offensive,I want attention yet shes on twitter talking about getting somebodies dick wet tonight and what her tongue does deez hoes g
offensive,Hoes really be having built up animosity towards you for no reason Like whats your problem bitch Fill me in cuz I am lost
offensive,How other mfs tell me gm Damn Near every mornin an my bitch do not even tell me Gm an she be wide TF awoke wtf type shit
offensive,When my bitches call me daddy
offensive,like you have to be borderline retarded not to see andre s elite skill level for example Yep This go
offensive,That pussy keep calling me gettin me in trouble
offensive,you could have helped Mellie you revolving doorshaped head ho You are not quiet when you are balls deep
offensive,I have been at work chuckling at that time said not revealing your age keeps the pussy fresh
offensive,Them hoes come them hoes go its a revolving cycle
offensive,If a nigga fuck my bitch dats on ha cat but ima leave yu alone fa being trifling
offensive,Ima catfish a bitch with fake arms
offensive,You all ever just been having a normal day and your mind plays a horrible trick on you and give you a whiff of some good pussy
offensive,I be closing my eyes and shit sometimes so bitches be able to sneak a quick nipple lick in But she aint going ham on me yo
offensive,If K Michelle was apart of Baltimore twitter shed be one of them hoes saying shes celibate smh
offensive,RT RT I love money fuc a bitch I will not stress myself and I keep my mouth closed cuz I can
offensive,Chi aint no bitch then you got them Assyrian kings on California and Peterson
offensive,U can not turn a hoe into a housewife hashtag tupac
offensive,Fuck candy Eat pussy
hate speech,Niggas always wanna talk about how God is against gays What about that pussy you was eating last night Aint God ag
neither,faints RT She has no idea how many of her resumes went straight to the trash URL
offensive,Karma is a bitch
offensive,You can not appreciate a woman if you are entertaining hoes
neither,You realize I am going to have to get out all those horror and other poems I wrote abo
neither,Gracias por jugar con el corazon ahora a ganarle a los Yankees URL
offensive,Stop fuckin jail birds RT Niggas thats that serious about ass play scare me That shit so sus
offensive,Hey Boy This half breed Chiricahua Apache is on YOUR ASS Eatmytazer
neither,Wow Such banana So potassium Much yellow URL
offensive,Do not be afraid to let your feelings show Unless you are a bitch
offensive,I wish someone would make a song about how these hoes aint loyal
neither,Teixeira on point tonight Yankees
offensive,this bitch lmao
offensive,Bitches Would Cheat on a nigga That give her everything she ask for and be loyal to shawty smh bitches aint shit
offensive,You might have a lot of followers bitch but a third wants to just fuck you the second third would hate your personality
offensive,I think if Biggie saw Kandi Burress today he would change his mind about not fuxing one of those ugly as cape bitches
neither,Happy BLUBLOODS Friday Off to to sit down with the gang on CBS This Morning Join us in the oclock ho
neither,On set of BlueBloods Hoping there are no birds perched above me URL
offensive,Having a bitch aint goofy Having bitch dat aint loyal is
offensive,bitches be having reality twisted
offensive,RT I am assuming she got a cup on RT Her pussy got a bicep b wtf URL
offensive,You was so eager to be a hoe you did not even read RT twitpic a selfie wearing a leotard http
offensive,same bitch talking abt you will be the only bitch in your face but
offensive,This bitch just blew my high and I was high off all of these drugs
neither,my anaconda do not want none unless you defeat the Huns son URL
offensive,Fasho you have been officially hired as my bitch
offensive,Mustard is yellow if my avi was big tits this would be an epic tweet
offensive,What in the mother fuck is flappy bird
offensive,Cant spell above and beyond without hoe
offensive,Getting bitches URL
neither,Atlanta RT Houston has so many trash drivers
neither,You men are trash if your homeboy is cheating and you dont tell his wifegirl and break up their family LOLNO
offensive,Chicks would get tired of Dr Dre calling them a bitch and go listen to Jodeci talk about how theyd give her their hous
offensive,His jeans bluer denabitch Dont let him lie to you Hes SICK RT how you know the pussy wast overrated ht
offensive,I never knew it was possible to look like you were about to buy some pussy and still look cool while doing it until tha
offensive,She from the D She might have some hoes on the stroll All jokes aside RT Dej loaf dress like Jerome h
offensive,Tell Bubba in Alabama youre African and not black and hes gonna call you a nigger with an EXTRA hard ER
neither,Always interesting to see people who trash La Liga react to products of La Liga on Premier League clubs
offensive,Niggas be like I got some hoes on the flo URL
offensive,broke hoes words OUT MY FACE
offensive,New Orleans in that bitch Serious
offensive,You bitches you aint shit I swear you think you poppin cause you instagram famous
offensive,For male rap artist if you not talking about money bitches and drugs niggas do not wanna hear your shit
neither,he plays for the Yankees right
neither,Just spent a good twenty mins trying to teach my bird the skyrim theme song Then I realized that he was a bird
offensive,Idk but I think niggas that like getting head are gay bitch what URL
hate speech,Horrible RT Invader Zim was trash
offensive,Drink some bleach bitch If it was you youda done the same thing TeamZimmerman
offensive,But she a hoe tho right URL
offensive,How to curve tf outta hoes URL
offensive,Fuk being on some chill shit I go to hoes real quick
offensive,A loyal girl really truly does come with a smart mouth and arguments Only a hoe will let you do as you please cause she
offensive,wifey material does not come often so you better recognize when you have yourself a rider before you end up with a hoe
offensive,that fat bitch ruined everything fuck it though I was super burnt
offensive,But if I run into that niggah imma let you know
offensive,Sike nah that bitch be havin me buggin
offensive,Them shits was dry as a bitch Had to ask for water and shit
offensive,You prolly do not like me niggah I do not really give a fuck how you feel
offensive,No shave November AKA the month I crush the most pussy Let the free muzzy rides begin baby
offensive,1st time eating pussy I thought I was supposed to literally eat it so I ended up biting her clit really hard We havent
offensive,Hits Blunt If cats are afraid of water why does pussy get wet URL
offensive,Dudes probably just think eating pussy is sucking on pussy lips lmaoo
offensive,< not buying bitches vehicles
neither,Lou Gehrig had hand fractures in his career Played in NUMBER straight games IronHorse Yankees URL
neither,Mistakes are showing up late for work running red lights or even forgetting take the trash out This here aint httpt
neither,Polly want a cracker DumbTo URL
neither,Smash into windshields RT The birds do it The bees do it Coors Light drinkers do it You know what wer
offensive,You a hoe if you leaving a mans house right now with a costume on
offensive,Bulls still not winning the title with this bland ass offense Pau still a pussy No darkskin niggas in the starting line u
offensive,I just want to fuck bitches and listen to Conway Twitty
offensive,These hoes aint loyal
offensive,If her pussy got over body counts Its dead Pussies only have lives
offensive,Shoutout to your main bitch
offensive,Put that pussy on me make me want nobody else
offensive,I know all those Pacer fans who stayed clownin D Rose are all on mass suicide watch now Karma is a fat bitch wit a beard
offensive,Can murder my pussy
neither,Mo Claiborne is so trashI can not say it enough fam
neither,Illegals bringing diseases across border Contagious patients separated from others by yellow tape pregnant teens http
hate speech,what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc
offensive,A strong black women is simply a bitch that wanna argue over every single thing
neither,For the st time in the Tom Brady era the Patriots are in sole possession of last place in the AFC East URL
offensive,If this ugly to you you either a gay nigga or a hating ass bitch URL
offensive,To recap Dem Governor candidate in SC calls the GOP candidate a whore Tem Gov candidate mocks the GOP candidateNUMBER di
offensive,Lil skinny bitch throw ha like a frito TecoRemixbol
hate speech,I do not fuck with these hoes I do not fuck with niggas thats fuckin these hoes
neither,Up with the birds to fish on the Li River URL
offensive,I am glad Bey did this shitnow some of u bitches wit that one shaved side can go ahead shave that other side too
offensive,Lebron a bitchDrake performed with a torn ACL at the MTV Awards
offensive,I hate myself for bein so nice to these hoes bro
offensive,So apparently likes takin pictures when hes eatin pussy
offensive,Tierra Marie I am the Princess of the ROC Rihanna you all get a good pic cause this bitch aint gone be here long http
neither,Rick Scott beating win number in counties Charlie Crist in FLGOV
offensive,Waterproof lab coat in case I drown in the pussy swag
offensive,I hate when people leave their trash in my car
offensive,Jammin these sad songs smoking squares thinking bout bitches lmfao
neither,In the ME the crow would eat the bear MT Obviously not in the ME MT Bear Saves Drowning Crow An
offensive,And Black women need to stop referring to themselves and other sisters as hoes Bitches It really aint a good look
offensive,I love them stripper bitches
neither,Happy birthday cotton picker lol
offensive,bitch you got too many teeth in your mouth
offensive,Fuck me or I will make you feel bad about it But if you fuck other guys I will call you a hoe And if you fuck me I will thi
offensive,Oops I did not mean to tweet this yes I did random DVRING is a bitch URL
offensive,My signature whitebitch move is profusely apologizing for being late with a full Starbucks cup in hand
neither,RIGHT NOW NewsCenter projecting Charlie Baker will be Govelect by a razor thin margin URL wcvb
offensive,A lot of ppl look at me like who the fuck does this bitch think she is Ms Goldschmied to you
offensive,Do not be mad at me for telling FACTS be embarrassed at urself for acting like a bitch
offensive,Go die in a hole bitches
offensive,Happy birthday to the nicest faggot ever URL
offensive,No bitch I wanna roll a fucking blunt
offensive,If you cant pass the asvab you might as well just go full retard
offensive,i dont have time for these childish games just fight me bitch
hate speech,my nig
neither,called Charlie Baker to concede around NUMBER this morning She plans to address supporters at am wcvb
offensive,I saw a girl scratch her private today What that mean Do not fuck her right in the pussy lmaoooo
neither,New bus stop Guy across the street is yelling and doing David Lee Roth kicks at swooping crows I should learn karate
offensive,I ama start a fuck buddies to save lives program Lol match some dry bitter ass folks up wit some good dick or pussy
offensive,Juice should have been dead his bitch ass SonsOfAnarchy
neither,I think Zlatan even has Class in the way he talks trash
offensive,In the NUMBER bitch we prolly hit the same bitch in the NUMBER bitch we gone bang the same shit in the NUMBER bitch we prollu hit
offensive,But I have made some hoes second guess themselves lol
offensive,I really hate skyler like shes loaning money and its not even hers like bitch wtf
offensive,Lol bitches act hard when they stay getting they ass beat
offensive,Just hit it pussy URL
offensive,bitch We could have went to als But NOOOOOOOO
offensive,omg you are a nigger
neither,Hes trash RT Too early to call Austin Rivers a draft bust
offensive,TheWhite Coward is pussy
neither,Came to training camp today to find Charlie Batch asleep on the curb
hate speech,RT Gave her that move it lil nigger push smh URL
offensive,when she says she not a hoe URL
neither,Crew of women hillbillies gangsters wthe director ItsAWRAP URL
hate speech,This nigguh Chris Paul
offensive,I am the coolest bitch
offensive,Follow my DOG he has over K bitches RT I made a golden retriever my bitch today at the park http
offensive,RT if you pledge allegiance to the pussy
offensive,If a guy ever called me names such as bitch slut blah blah Id never ever think twice about being with him Like fuck you I
offensive,Nah nigga you blowin dick Smoking that etic bitch blowin Os URL
offensive,I fucked yo bitch do not get mad its nothing new I fuck everybodys bitch TheseThotsAreForEveryone
offensive,I smashed her an dat pussy was wet
offensive,Might see a bitch an forget i hit it
offensive,Woke up tryna fuck yo bitch
offensive,bitch get off twitter and text me back I love u
offensive,we do not love these hoes URL
offensive,Had to wash the bird shit off of my broomDisgusting creatures RedsTwitterFam Sweep
hate speech,To the rejects who constantly call my house and are threatening to rape my mom karmas a bitch Rot in hell faggots
neither,How bad u want something is meaningless If how bad you are willing to work for the thing u want Is not as intense as ho
neither,Taakstraf in herkenbaar hesje in je eigen buurt Pleit er al jaren voor Weet hoe bevreesd ik er ooit voor was dak er te wer
offensive,pours out for the bitches that do hair and makeup every single day
offensive,Dorks are fucking bitchmagnets Sorry
offensive,My personality test results basically say bitch you is crazy
offensive,A female cock block is called a clam jam
neither,Fake friends are no different than shadows they stick around during your brightest moments but disappear during your darkest ho
offensive,Pigs drink up to gallons of water every day but they still are not as thirsty as some of you hoes
neither,Pink albino dolphins are extremely rare but do exist in the wild URL
neither,Jimmy and s twoman doowop performance just went live on YouTube URL FallonTonight htt
offensive,Stoner Chicks > Drunk hoes URL
neither,Can kids say much when their parents pay for everything RT If he paying every bill I can not complain abo
offensive,Them hoes aint solid I laugh so hard when females be all in my DMs but they have a Avi picture with the
offensive,Do not no real bitch want no soft nigga
offensive,These hoes aint loyal
offensive,My ex bitch keep tryna be my next bitch when she called me tha other day i told her GIVE IT A REST BITCH
offensive,bitch ya betta Haha I care for too love
offensive,I convinced hitler was a faggit no bitches no kids all those leather uniforms wanted to be alone with his closest men lock
offensive,Fuck Michigan too many wanna be thugs If you ask me you all pussy I am out this bitch next year
offensive,You do not know where your boyfriend is at on a Saturday night LOL He fucking other bitches thats where hes at
offensive,Niggas want a virgin porn star and bitches want a dangerous safe nigga
hate speech,Do not watch me you beta watch your bitch nigga
offensive,fifty bucks says a dense cunt thinks I say totes on the reg and unfollows bc I said cheerleader Countdo
offensive,I spent my whole fucking life apologizing for not being enough You can not cut nip fuck booze or drug the inadequacy out
neither,Yankees acquire Chase Headley from the Padres for Yangervis Solarte and Rafael DePaula
offensive,you do not want to get treated like a ho stop dressing like one if you want to stop getting treated like a thug
offensive,You are such a bitch Me URL
offensive,Not today bitch Not today RT soooo ur a black feminist U do know how pointless that i
offensive,LOL at my mentions Liberal1 you are a racist bitch Liberal2 yeah kill all whites Liberal1 is white Liberal1 Not
offensive,Liberals threaten my life everyday on here So do not mind me while I am a total jackass to their butt hurt pussies right
offensive,The looters in Ferguson are so retarded that they risk arrest to get free food when EBT already pays for their food LO
hate speech,You can no longer run a business n America unless its deemed acceptable by political group of retards known as democr
offensive,Ppl quick bitch about what somebody aint did for em when times outta they aint did shit for that person
offensive,Pau a hoe How u gon play after the trade deadline I dislike that guy Yea he helped bring two chips but he soft A
offensive,she curved regular niggas daily Especially us Austin niggas Damn yellow ppl
offensive,I do not trust nobody These bitches fake These niggas faker So its not fuck you all Id rather just not fuck wi
offensive,A penis lives a sad life His hair is a mess his family is nuts neighbor is an asshole best friend is a pussy and owne
offensive,Resisting the urge to smack a bitch URL
offensive,Bruh this bitch is possessed by the thot demon URL
offensive,She used her hair to throw her then kicked her in the head THEN called her a bitch URL
offensive,That son of a bitch moment when you are walking around the house with socks on and step on a random wet spot
neither,Wow he basically just told his daughter I want some mocha colored grandbabies HTGAWM
offensive,Statistics do not lie if you like gun control you are a queer guy FD
hate speech,true i need to sleep to make them Gainz bruh So all the hoes stay Mirin Alright later
offensive,White girls that talk ghetto<<< you are not cute
offensive,Girls with anchor tats are hoes
offensive,I look in the mirror and see a pussy ass bitch that sits down when he pees
offensive,Shes a sapiosexual I had a Jimmy Neutron brain blast Showed her I am an intellectual and put the pussy on the chainwax
offensive,if he fuck yo bitch u should be happy like damn boosie fucked my bitch lmao
offensive,Distance is a fucking bitch
offensive,big booty hoe
offensive,Yeah Eagles definitely are not finishing th in division Not this year bitches
offensive,Robin Thicke doing too much to get Paula back That pussy had to have been NUMBER
offensive,I have not had cable At my crib in a year I do not give a damn bout a tv show like hoes n hip hop
offensive,Man you all hoes gotta chill with this going natural bullshit its only a few who can actually pull it off but the rest
offensive,When I saw men saying Arguing with women is gaywhats when I knew you all really try hard for bitches attention who don
offensive,Random hoe So I heard Me URL
neither,I think the Clips and Thunder would have gave the Heat a good as wellthe East is just trash
neither,Oreo Cheesecake Bites URL
neither,Deep Fried Oreos URL
neither,Oreo Drumstick URL
neither,Oreo ice cream ~ URL
neither,Ultimate Chocolate Chip Cookie n Oreo Fudge Brownie Bar URL
neither,Oreo cake URL
neither,Oreo Ice Cream Cake URL
offensive,The nerve of these bitches in Champaign
offensive,These hoes aint loyal URL
neither,of the worlds mammals birds reptiles amphibians fish vanished between URL URL
offensive,A relationship is for but you know some of you hoes do not know how to count
offensive,today at am bitch do your Hw
neither,FoxNews projects that Wyoming Senator Mike Enzi will defeat Democratic challenger Charlie Hardy Election2014
offensive,Instagram the only place you can find thirsty hoes and connects at the same time URL
offensive,Every frat should have gay brothers because they pull hella fine bitches to your parties Sigma Alpha Epsilon
offensive,Eatin the pussy right and she push you off >>> URL
offensive,let us go pick up dat bitch she only dollars lol Hml Brogod
offensive,Its cold as penguin pussy
neither,How can anyone hate Charlie Sheen URL
offensive,Niggas be waiting for these light skin bitches to respond to a DM like URL
offensive,This is what happens when niggas gas up ugly bitches URL
offensive,Shawty fine breath stank Do da heisman on dat hoe
offensive,my bad bro dem hoes heat tho
offensive,why I was bouta grab dem hoes yeterday outta hook ups
offensive,Fuck bitchesGet money
offensive,Some females make being a hoe look so easy like damn girl dont shit bother yo soul sometimes
offensive,That black pussy have nigga sayin anything AHSFREAKSHOW
offensive,Can you cunts go seconds without talking about weed
offensive,The goto insult is always to call someone Fat Ugly Or A hoe
offensive,If you dont text me first we dont text at all Thats why you are lonely and single you stupid bitch
offensive,You curse too much bitch you breathe too much shut the fuck up
offensive,i miss my bf well i miss limewire sooo shut the fuck up you whiny bitch
offensive,First I charge my phone then I text your bitch
offensive,Hoes will be hoes
offensive,How bitches be when soccer players take their shirt off URL
offensive,If I got something to say to you ill you until then dont be concerned about my tweets bitch
offensive,If I had USDNUMBER and my girl had USDNUMBER I would have USDNUMBER be single bc I dnt fuck with broke bitches get your money up
offensive,If I have ever offended you im sorry that you are a sensitive lil bitch
offensive,If I have offended you I am very sorry that you are a lil bitch with no sense of humor
offensive,Its annoying as hell when girls tweet about bae all day We do not give a fuck bitch Bae is somewhere cheating ri
offensive,These yr old bitches really got that minimum wage nigga alex thinking about starting a clothing line Im done with
neither,Todays Horoscope you are still a hoe That is all have a nice day
offensive,bitches will argue with you for mins and then be like you know what i aint gonna argue with you bitch what
offensive,bitches with no tits or ass dont even get a hug from me you are one of the boys now you get a handshake
offensive,i dont give a fuck what my ex is doing bitch is not my problem anymore
offensive,im not rude most people are just sensitive little bitches
offensive,rt if u remember when steve from blue clues left us with that other bitch ass nigga joe URL
offensive,when bitches talk about their bf NUMBER URL
offensive,bitch doing a keg stand at this party URL
offensive,Ok seriously fuck the people who slam on their breaks when the light turns yellow FLOOR THAT SHIT BITCH
offensive,I bet I hit that bitch like a game winner
offensive,Niggas Stop giving these hoes Attention How About retweeting True beauty instead of retweeting these half naked MF
offensive,being a hoe is a talent Das why girls put booking info in they bio when they get k followers
offensive,one time me and this blind bitch was watching a movie
offensive,I saw the xxx but I just thought she was a hoe
offensive,Niggas madd gay RT teachers giving niggas pussy and they snitching incredible
offensive,Maury years old still eing hoes
hate speech,I wanna sleep but I am outside with this nigger lol trying to hang him
neither,Heard you was talkin trash like I would not find out URL
offensive,O did not know Sure hes a little bitch Valerie Jarrett on the other hand you betcha That guy knows eve
hate speech,well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho
offensive,Chile I am taking greyhound everywhere from now on Yo hoes and bout to fly me into no building or fly me over the Bermuda
offensive,I have not watched part of the reunion I am so over them hoes I do not even care
offensive,If you can barely walk in your heels or your dress bitch you are trying to hard
offensive,Teenagers have got to be the most disrespectful sons of bitches ever I commend all parents Its not an easy job
neither,I hope I made these pot brownies right URL
offensive,If your tweets have never offended anyone then you tweet like a little bitch
neither,Please win it all this year
neither,When rednecks fool around with the aux cord URL
offensive,ugly people taken nerds taken hoes taken everybody taken me
offensive,He really put side bitch contract URL
offensive,Lmao I hate that hoe already URL
offensive,Lmfao bitch got my phone URL
offensive,Niggas develop superpowers when it comes to getting some pussy URL
offensive,These th grade hoes aint loyal URL
offensive,When u start realizing that bae is a hoe URL
offensive,When you get twerk from the thickest bitch in the room URL
hate speech,White trash warfare pt URL
offensive,bitches be like I am a virgin URL
offensive,bitches in middle school be like URL
offensive,how to get unlimited pussy in high school URL
hate speech,pussy ass nigga URL
offensive,rt if u remember when steve from blue clues left us with that other bitch ass nigga joe URL
offensive,this bitch at the mall shaped like mr incredible URL
neither,this the I play soccer cheat on girls and wear khaki coloured cargos haircut URL
offensive,Halloween use to be a holiday for kids It is now National dress like your inner hoe day
offensive,I hope a bird shits on your face bitch
offensive,you are a bitch thatNUMBER new information thanks
offensive,Irrelevant people talk so much shit like who the fuck are you bitch
offensive,When bae turns out to be a hoe URL
offensive,Turn up about to be real marriott with my bitches for the weekend mansion tonight adult swim tomorrow
offensive,This bitch think she cute and have all the guys over her hunny ur fake asf just like ur weave he dont even like u stfu
offensive,Ladies if your pussy sounds like this please hit my DMs I need you for a science project URL
offensive,Her shitty booty ass talm about its a prep rally How bitch how What you all preparing for
offensive,dat Nigga Lame bro he Unfollowed Me Like A bitch
offensive,Boss Niggas Fuk wit Boss bitches Vice versa
hate speech,I am a Get Money nigga So da hoes Love me
offensive,If U wife A bitch den She represent USo Dnt Wife DA Wrong Bitch
offensive,If more Den Niggas can Say dey Fuked Yo bitch U Shuldnt Be cuffin Her
offensive,Lame bitches always Wanna try Play a real Nigga like a Lame Bitch das how u get treated N cut loose
offensive,Oso told me when his dreads get longer he just gone pop up and fuck niggas bitches lmao
offensive,You tell me I am beautiful like you tell every other bitch Come on sir dobetter
offensive,Stevie J turned a hoe into a Housewife and Nikko turned a Housewife into a hoe I swear this shit can happen
neither,The racists are and its crew of anchors Not right wing folks mocks mixed GOP kids URL
offensive,Whats wrong with these bitches breh URL
offensive,these hoes woozy
offensive,RT fuck u bitch hope I do not see u bitch cuz I would love for u to tell me to my fac
offensive,bitches lover the word quality because they quality Bitches
neither,I am not even ghetto
offensive,Bitches be like Fuck ponies but ponies ve like Fuck bitches
offensive,That hoe wanta NUMBER
offensive,Yes i am judging you by the way you dress bitch
neither,A day without laughter is a day wasted ~Charlie Chaplin
offensive,Hoes will be hoes
neither,New sign up at mong kok protest site says fight for democracy and oppose the communists to have a future URL
offensive,I am gonna make this math test my bitch tomorrow
neither,Everytime I see Nelson Agholor make a play I want to puke Kid should have been a gator Thanks Charlie Cheeseburger
offensive,Asking the govt to cure healthcare is like asking retards to cure downs
neither,Conan OBrien mocks the new Call of Duty game while getting killed repeatedly URL
offensive,Congressmans office admits Hell yeah Benihana up in this bitch tweet was a mistake URL
offensive,Somewhere out there a redneck is jerking off with a hand he will lose in a firework accident tomorrow
offensive,you all gotta stop pumping these ugly hoes heads up
offensive,Do not no woman want a man that acts like a bitch
offensive,I asked dis bitch to get me water mins ago where Dafuq is it
offensive,My uncle taught me abt sex He said The birds fuck the bees Then he told me he banged a girl so hard her freckles c
offensive,If ur + and still need ur parents permission to do stuff ur a little bitch growup
offensive,These water challenges are retarded as fuck
offensive,hoes I got several they s or better
offensive,Have a seat drunk bitch RKO URL
offensive,If I hit you wit that shottie bitch I bet ya body flip
offensive,So before you wear a thong get yo pussy in check
offensive,Niggas do not mind sharing hoes
offensive,Dumb bitch URL
offensive,This bitch came to the club with a broken neck Bitch you serious URL
neither,trassshhh RT Them s that come out this weekend so trash
neither,Mariano Rivera now has a street outside Yankee Stadium named after him which Giants have also had similar honors URL
offensive,Real men ask for nudes Correction Pussy ass bitches ask for nudes Real men are out there working for women actually h
neither,reasons to be a mermaid no periods no pants perfect hair u get to lure men into their death also free clam
offensive,Talkin bout the next bitch but you aint bout shit
offensive,you slay that bitch
neither,The crows warned you to stay away from the island Will you THE SOUL COLLECTOR URL IAN1 URL
offensive,When ya broke ONLY real bitches stick around
neither,Oreo Frappuccino URL
offensive,Chief Keef changed the rap game when he said bitch I am cooler than a cooler
offensive,When Lil Wayne said Even deaf bitches say Hi to me she tell a blind bitch and she say I gotta see my headphones ju
offensive,When Wale saidnvm that nigga trash
offensive,If a bitch could be okay with fucking a man knowing he has a girl shes a hoe Thats it
offensive,Smack a bitch no filter
neither,Yep Steve Spurrier just sorta compared Alabama to the Yankees They have NY got the biggest payroll they do not win ever
offensive,Tyga makes you think about fucking a bunch of bad bitches Jcole makes you motivated Drake makes you wanna think abou
offensive,catch a bitch snitch my finger itchin on the switch
offensive,Lil stupid ass bitch I do not fuck with YOU
offensive,Also just because you suck dick does not mean you have to act like a faggot
neither,Only retards and dads roll Lawful Good
offensive,hoes be in everybody clothes and got the nerve to take a picture man that shit crazy
offensive,stop elaining yo self sorry ass bitch DONT NOBODY CARE eww you sound spicy
offensive,I peep a lot of shit and I just laugh cause these hoes some actors
offensive,its two different things you hoes should know because a lot of you hoes THINK yal know me
offensive,Niggas loose they down bitch for a bitch who down to snitch
neither,Charlie Sheen SLAMS Rihanna For Rejecting His Fiancee You are A Rude Idiot With Bad Wig URL
hate speech,RT Tight pants and loud colors You look like a fag
offensive,You know these hoes wishy washy
offensive,RT When you and your boys discover a hoe URL
offensive,I am tired of fat hoes calling themselves thick Bitch yo fat ass can not even bend over and touch your toes withou
neither,My mind is so clear a bird just crashed into the side of my head
offensive,Lmfaoooooooooo trash ass falcants RT LMFAOOOOOOOOOOO ya stink
offensive,All bitches is crazy
neither,Riff Raff is trash
offensive,When you see bae retweet or mention some hoe URL
neither,I was already when Jeter arrived so I had plenty of Yankees memories but next year is going to be very odd indeed
offensive,U tell us you fuckin barbarian RT Does pussy juice really help ya beard grow
offensive,Drake said it best when he said Niggas act more like bitches these days
offensive,I am a bitch You are a bitch Your momNUMBER a bitch for having a bitch your dadNUMBER a bitch for fucking a bitch Now whoNUMBER t
offensive,i hate when bitches brag bout how they bf put it down Then they single
offensive,Kill em all at once I say RT The world will be a better place when bitches like her dies lonely http
offensive,Gucci you conceited bitch I might be Cause my chain so bright Stevie Wonder might see
offensive,benzino bitch wasnt ready
neither,tell him that you chose A not to trash the environment while trying to save it like a hypocritical douc
offensive,Tired of dealing with these hoes but my dick not
offensive,Hoes use theit just happened excuse as a means to cope wit them being a ho They make it seem as if they had no control o
offensive,Thats how niggas get cheated on She lie in ur face bc she in denial about her hoe actions But she tell her homegirls it
